League,Team,Player
Championship 2016/17,Newcastle United FC,Jonjo Shelvey
Championship 2016/17,Newcastle United FC,Rob Elliot
Championship 2016/17,Newcastle United FC,Fabricio Coloccini
Championship 2016/17,Newcastle United FC,Steven Taylor
Championship 2016/17,Newcastle United FC,Curtis Good
Championship 2016/17,Newcastle United FC,Massadio Haidara
Championship 2016/17,Newcastle United FC,Paul Dummett
Championship 2016/17,Newcastle United FC,Cheik Tioté
Championship 2016/17,Newcastle United FC,Vurnon Anita
Championship 2016/17,Newcastle United FC,Jack Colback
Championship 2016/17,Newcastle United FC,Rolando Aarons
Championship 2016/17,Newcastle United FC,Gabriel Obertan
Championship 2016/17,Newcastle United FC,Yoan Gouffran
Championship 2016/17,Newcastle United FC,Papiss Demba Cissé
Championship 2016/17,Newcastle United FC,Emmanuel Rivière
Championship 2016/17,Newcastle United FC,Ayoze Pérez
Championship 2016/17,Newcastle United FC,Chancel Mbemba
Championship 2016/17,Newcastle United FC,Aleksandar Mitrovic
Championship 2016/17,Newcastle United FC,Seydou Doumbia
Championship 2016/17,Newcastle United FC,Karl Darlow
Championship 2016/17,Newcastle United FC,Jamaal Lascelles
Championship 2016/17,Newcastle United FC,Freddie Woodman
Championship 2016/17,Newcastle United FC,Kevin Mbabu
Championship 2016/17,Newcastle United FC,Ivan Toney
Championship 2016/17,Norwich City FC,Steven Naismith
Championship 2016/17,Norwich City FC,Matt Jarvis
Championship 2016/17,Norwich City FC,Youssuf Mulumbu
Championship 2016/17,Norwich City FC,Graham Dorrans
Championship 2016/17,Norwich City FC,Timm Klose
Championship 2016/17,Norwich City FC,John Ruddy
Championship 2016/17,Norwich City FC,Declan Rudd
Championship 2016/17,Norwich City FC,Russell Martin
Championship 2016/17,Norwich City FC,Sébastien Bassong
Championship 2016/17,Norwich City FC,Ryan Bennett
Championship 2016/17,Norwich City FC,Martin Olsson
Championship 2016/17,Norwich City FC,Steven Whittaker
Championship 2016/17,Norwich City FC,Alexander Tettey
Championship 2016/17,Norwich City FC,Jonathan Howson
Championship 2016/17,Norwich City FC,Gary O'Neil
Championship 2016/17,Norwich City FC,Wesley Hoolahan
Championship 2016/17,Norwich City FC,Dieumerci Mbokani
Championship 2016/17,Norwich City FC,Cameron Jerome
Championship 2016/17,Norwich City FC,Kyle Lafferty
Championship 2016/17,Norwich City FC,Ivo Pinto
Championship 2016/17,Norwich City FC,Remi Matthews
Championship 2016/17,Norwich City FC,Vadis Odjidja-Ofoe
Championship 2016/17,Norwich City FC,Anthony Andreu
Championship 2016/17,Queens Park Rangers,Robert Green
Championship 2016/17,Queens Park Rangers,Brian Murphy
Championship 2016/17,Queens Park Rangers,Nedum Onuoha
Championship 2016/17,Queens Park Rangers,Rio Ferdinand
Championship 2016/17,Queens Park Rangers,Richard Dunne
Championship 2016/17,Queens Park Rangers,Clint Hill
Championship 2016/17,Queens Park Rangers,Armand Traoré
Championship 2016/17,Queens Park Rangers,Suk-Young Yoon
Championship 2016/17,Queens Park Rangers,Karl Henry
Championship 2016/17,Queens Park Rangers,Joey Barton
Championship 2016/17,Queens Park Rangers,Alejandro Faurlín
Championship 2016/17,Queens Park Rangers,Shaun Wright-Phillips
Championship 2016/17,Queens Park Rangers,Junior Hoilett
Championship 2016/17,Queens Park Rangers,Bobby Zamora
Championship 2016/17,Queens Park Rangers,Samba Diakité
Championship 2016/17,Aston Villa FC,Micah Richards
Championship 2016/17,Aston Villa FC,Joleon Lescott
Championship 2016/17,Aston Villa FC,Jores Okore
Championship 2016/17,Aston Villa FC,Ciaran Clark
Championship 2016/17,Aston Villa FC,Aly Cissokho
Championship 2016/17,Aston Villa FC,Alan Hutton
Championship 2016/17,Aston Villa FC,Ashley Westwood
Championship 2016/17,Aston Villa FC,Leandro Bacuna
Championship 2016/17,Aston Villa FC,Kieran Richardson
Championship 2016/17,Aston Villa FC,Jack Grealish
Championship 2016/17,Aston Villa FC,Charles N'Zogbia
Championship 2016/17,Aston Villa FC,Gabriel Agbonlahor
Championship 2016/17,Aston Villa FC,Libor Kozák
Championship 2016/17,Aston Villa FC,Scott Sinclair
Championship 2016/17,Aston Villa FC,Jordan Amavi
Championship 2016/17,Aston Villa FC,Jordan Ayew
Championship 2016/17,Aston Villa FC,Mark Bunn
Championship 2016/17,Aston Villa FC,Rudy Gestede
1. Bundesliga 2016/17,FC Bayern München,Manuel Neuer
1. Bundesliga 2016/17,FC Bayern München,Sven Ulreich
1. Bundesliga 2016/17,FC Bayern München,Tom Starke
1. Bundesliga 2016/17,FC Bayern München,Jérôme Boateng
1. Bundesliga 2016/17,FC Bayern München,Holger Badstuber
1. Bundesliga 2016/17,FC Bayern München,David Alaba
1. Bundesliga 2016/17,FC Bayern München,Juan Bernat
1. Bundesliga 2016/17,FC Bayern München,Philipp Lahm
1. Bundesliga 2016/17,FC Bayern München,Rafinha
1. Bundesliga 2016/17,FC Bayern München,Javi Martínez
1. Bundesliga 2016/17,FC Bayern München,Xabi Alonso
1. Bundesliga 2016/17,FC Bayern München,Joshua Kimmich
1. Bundesliga 2016/17,FC Bayern München,Arturo Vidal
1. Bundesliga 2016/17,FC Bayern München,Thiago
1. Bundesliga 2016/17,FC Bayern München,Franck Ribéry
1. Bundesliga 2016/17,FC Bayern München,Kingsley Coman
1. Bundesliga 2016/17,FC Bayern München,Julian Green
1. Bundesliga 2016/17,FC Bayern München,Arjen Robben
1. Bundesliga 2016/17,FC Bayern München,Douglas Costa
1. Bundesliga 2016/17,FC Bayern München,Thomas Müller
1. Bundesliga 2016/17,FC Bayern München,Robert Lewandowski
1. Bundesliga 2016/17,FC Bayern München,Mats Hummels
1. Bundesliga 2016/17,FC Bayern München,Renato Sanches
1. Bundesliga 2016/17,FC Bayern München,Niklas Dorsch
1. Bundesliga 2016/17,FC Bayern München,Fabian Benko
1. Bundesliga 2016/17,FC Bayern München,Erdal Öztürk
1. Bundesliga 2016/17,Werder Bremen,Claudio Pizarro
1. Bundesliga 2016/17,Werder Bremen,Izet Hajrovic
1. Bundesliga 2016/17,Werder Bremen,Lennart Thy
1. Bundesliga 2016/17,Werder Bremen,Milos Veljkovic
1. Bundesliga 2016/17,Werder Bremen,Lamine Sané
1. Bundesliga 2016/17,Werder Bremen,Sambou Yatabaré
1. Bundesliga 2016/17,Werder Bremen,Fallou Diagne
1. Bundesliga 2016/17,Werder Bremen,Niklas Moisander
1. Bundesliga 2016/17,Werder Bremen,Jaroslav Drobny
1. Bundesliga 2016/17,Werder Bremen,Luca Caldirola
1. Bundesliga 2016/17,Werder Bremen,Felix Wiedwald
1. Bundesliga 2016/17,Werder Bremen,Raphael Wolf
1. Bundesliga 2016/17,Werder Bremen,Michael Zetterer
1. Bundesliga 2016/17,Werder Bremen,Santiago García
1. Bundesliga 2016/17,Werder Bremen,Janek Sternberg
1. Bundesliga 2016/17,Werder Bremen,Ulisses Garcia
1. Bundesliga 2016/17,Werder Bremen,Theodor Gebre Selassie
1. Bundesliga 2016/17,Werder Bremen,Philipp Bargfrede
1. Bundesliga 2016/17,Werder Bremen,Lukas Fröde
1. Bundesliga 2016/17,Werder Bremen,Clemens Fritz
1. Bundesliga 2016/17,Werder Bremen,Zlatko Junuzovic
1. Bundesliga 2016/17,Werder Bremen,Fin Bartels
1. Bundesliga 2016/17,Werder Bremen,Maximilian Eggestein
1. Bundesliga 2016/17,Werder Bremen,Florian Grillitsch
1. Bundesliga 2016/17,Werder Bremen,Aron Jóhannsson
1. Bundesliga 2016/17,Werder Bremen,Melvyn Lorenzen
1. Bundesliga 2016/17,Werder Bremen,Robert Bauer
1. Bundesliga 2016/17,Werder Bremen,Max Kruse
1. Bundesliga 2016/17,Werder Bremen,Serge Gnabry
1. Bundesliga 2016/17,Werder Bremen,Thanos Petsos
1. Bundesliga 2016/17,Werder Bremen,Florian Kainz
1. Bundesliga 2016/17,Werder Bremen,Justin Eilers
1. Bundesliga 2016/17,Werder Bremen,Johannes Eggestein
1. Bundesliga 2016/17,FC Augsburg,Georg Teigl
1. Bundesliga 2016/17,FC Augsburg,Andreas Luthe
1. Bundesliga 2016/17,FC Augsburg,Alfred Finnbogason
1. Bundesliga 2016/17,FC Augsburg,Marwin Hitz
1. Bundesliga 2016/17,FC Augsburg,Ioannis Gelios
1. Bundesliga 2016/17,FC Augsburg,Jan-Ingwer Callsen-Bracker
1. Bundesliga 2016/17,FC Augsburg,Christoph Janker
1. Bundesliga 2016/17,FC Augsburg,Tim Rieder
1. Bundesliga 2016/17,FC Augsburg,Konstantinos Stafylidis
1. Bundesliga 2016/17,FC Augsburg,Philipp Max
1. Bundesliga 2016/17,FC Augsburg,Daniel Opare
1. Bundesliga 2016/17,FC Augsburg,Paul Verhaegh
1. Bundesliga 2016/17,FC Augsburg,Raphael Framberger
1. Bundesliga 2016/17,FC Augsburg,Daniel Baier
1. Bundesliga 2016/17,FC Augsburg,Marco Schuster
1. Bundesliga 2016/17,FC Augsburg,Dominik Kohr
1. Bundesliga 2016/17,FC Augsburg,Markus Feulner
1. Bundesliga 2016/17,FC Augsburg,Jan Morávek
1. Bundesliga 2016/17,FC Augsburg,Ja-Cheol Koo
1. Bundesliga 2016/17,FC Augsburg,Halil Altintop
1. Bundesliga 2016/17,FC Augsburg,Caiuby
1. Bundesliga 2016/17,FC Augsburg,Raúl Bobadilla
1. Bundesliga 2016/17,FC Augsburg,Dong-Won Ji
1. Bundesliga 2016/17,FC Augsburg,Jonathan Schmid
1. Bundesliga 2016/17,FC Augsburg,Gojko Kacar
1. Bundesliga 2016/17,FC Augsburg,Jeffrey Gouweleeuw
1. Bundesliga 2016/17,FC Augsburg,Martin Hinteregger
1. Bundesliga 2016/17,FC Augsburg,Takashi Usami
1. Bundesliga 2016/17,VfL Wolfsburg,Jakub Blaszczykowski
1. Bundesliga 2016/17,VfL Wolfsburg,Mario Gómez
1. Bundesliga 2016/17,VfL Wolfsburg,Daniel Didavi
1. Bundesliga 2016/17,VfL Wolfsburg,Yannick Gerhardt
1. Bundesliga 2016/17,VfL Wolfsburg,Diego Benaglio
1. Bundesliga 2016/17,VfL Wolfsburg,Koen Casteels
1. Bundesliga 2016/17,VfL Wolfsburg,Max Grün
1. Bundesliga 2016/17,VfL Wolfsburg,Robin Knoche
1. Bundesliga 2016/17,VfL Wolfsburg,Ricardo Rodríguez
1. Bundesliga 2016/17,VfL Wolfsburg,Marcel Schäfer
1. Bundesliga 2016/17,VfL Wolfsburg,Vieirinha
1. Bundesliga 2016/17,VfL Wolfsburg,Sebastian Jung
1. Bundesliga 2016/17,VfL Wolfsburg,Christian Träsch
1. Bundesliga 2016/17,VfL Wolfsburg,Luiz Gustavo
1. Bundesliga 2016/17,VfL Wolfsburg,Josuha Guilavogui
1. Bundesliga 2016/17,VfL Wolfsburg,Carlos Ascues
1. Bundesliga 2016/17,VfL Wolfsburg,Paul Seguin
1. Bundesliga 2016/17,VfL Wolfsburg,Maximilian Arnold
1. Bundesliga 2016/17,VfL Wolfsburg,Daniel Caligiuri
1. Bundesliga 2016/17,VfL Wolfsburg,Ismail Azzaoui
1. Bundesliga 2016/17,VfL Wolfsburg,Jeffrey Bruma
1. Bundesliga 2016/17,VfL Wolfsburg,Bruno Henrique
1. Bundesliga 2016/17,VfL Wolfsburg,Philipp Wollscheid
1. Bundesliga 2016/17,VfL Wolfsburg,Phillip Menzel
1. Bundesliga 2016/17,VfL Wolfsburg,Robin Ziegele
1. Bundesliga 2016/17,VfL Wolfsburg,Jannes Horn
1. Bundesliga 2016/17,VfL Wolfsburg,Amara Conde
1. Bundesliga 2016/17,VfL Wolfsburg,Josip Brekalo
1. Bundesliga 2016/17,VfL Wolfsburg,Anton Donkor
1. Bundesliga 2016/17,VfL Wolfsburg,Borja Mayoral
1. Bundesliga 2016/17,Borussia Dortmund,Raphaël Guerreiro
1. Bundesliga 2016/17,Borussia Dortmund,Marc Bartra
1. Bundesliga 2016/17,Borussia Dortmund,André Schürrle
1. Bundesliga 2016/17,Borussia Dortmund,Sebastian Rode
1. Bundesliga 2016/17,Borussia Dortmund,Mario Götze
1. Bundesliga 2016/17,Borussia Dortmund,Roman Bürki
1. Bundesliga 2016/17,Borussia Dortmund,Roman Weidenfeller
1. Bundesliga 2016/17,Borussia Dortmund,Hendrik Bonmann
1. Bundesliga 2016/17,Borussia Dortmund,Sokratis
1. Bundesliga 2016/17,Borussia Dortmund,Neven Subotic
1. Bundesliga 2016/17,Borussia Dortmund,Matthias Ginter
1. Bundesliga 2016/17,Borussia Dortmund,Marcel Schmelzer
1. Bundesliga 2016/17,Borussia Dortmund,Joo-Ho Park
1. Bundesliga 2016/17,Borussia Dortmund,Lukasz Piszczek
1. Bundesliga 2016/17,Borussia Dortmund,Erik Durm
1. Bundesliga 2016/17,Borussia Dortmund,Sven Bender
1. Bundesliga 2016/17,Borussia Dortmund,Julian Weigl
1. Bundesliga 2016/17,Borussia Dortmund,Gonzalo Castro
1. Bundesliga 2016/17,Borussia Dortmund,Nuri Sahin
1. Bundesliga 2016/17,Borussia Dortmund,Shinji Kagawa
1. Bundesliga 2016/17,Borussia Dortmund,Marco Reus
1. Bundesliga 2016/17,Borussia Dortmund,Pierre-Emerick Aubameyang
1. Bundesliga 2016/17,Borussia Dortmund,Adrián Ramos
1. Bundesliga 2016/17,Borussia Dortmund,Christian Pulisic
1. Bundesliga 2016/17,Borussia Dortmund,Felix Passlack
1. Bundesliga 2016/17,Borussia Dortmund,Ousmane Dembélé
1. Bundesliga 2016/17,Borussia Dortmund,Mikel Merino
1. Bundesliga 2016/17,Borussia Dortmund,Dzenis Burnic
1. Bundesliga 2016/17,Borussia Dortmund,Emre Mor
1. Bundesliga 2016/17,1. FSV Mainz 05,Jean-Philippe Gbamin
1. Bundesliga 2016/17,1. FSV Mainz 05,Jonas Lössl
1. Bundesliga 2016/17,1. FSV Mainz 05,José Rodríguez
1. Bundesliga 2016/17,1. FSV Mainz 05,Emil Berggreen
1. Bundesliga 2016/17,1. FSV Mainz 05,Levin Öztunali
1. Bundesliga 2016/17,1. FSV Mainz 05,Giulio Donati
1. Bundesliga 2016/17,1. FSV Mainz 05,André Ramalho
1. Bundesliga 2016/17,1. FSV Mainz 05,Gianluca Curci
1. Bundesliga 2016/17,1. FSV Mainz 05,Jannik Huth
1. Bundesliga 2016/17,1. FSV Mainz 05,Stefan Bell
1. Bundesliga 2016/17,1. FSV Mainz 05,Niko Bungert
1. Bundesliga 2016/17,1. FSV Mainz 05,Gaëtan Bussmann
1. Bundesliga 2016/17,1. FSV Mainz 05,Daniel Brosinski
1. Bundesliga 2016/17,1. FSV Mainz 05,Leon Balogun
1. Bundesliga 2016/17,1. FSV Mainz 05,Niki Zimling
1. Bundesliga 2016/17,1. FSV Mainz 05,Suat Serdar
1. Bundesliga 2016/17,1. FSV Mainz 05,Fabian Frei
1. Bundesliga 2016/17,1. FSV Mainz 05,Danny Latza
1. Bundesliga 2016/17,1. FSV Mainz 05,Yunus Malli
1. Bundesliga 2016/17,1. FSV Mainz 05,Pablo de Blasis
1. Bundesliga 2016/17,1. FSV Mainz 05,Devante Parker
1. Bundesliga 2016/17,1. FSV Mainz 05,Yoshinori Muto
1. Bundesliga 2016/17,1. FSV Mainz 05,Jairo Samperio
1. Bundesliga 2016/17,1. FSV Mainz 05,Jhon Córdoba
1. Bundesliga 2016/17,1. FSV Mainz 05,Gerrit Holtmann
1. Bundesliga 2016/17,1. FSV Mainz 05,Besar Halimi
1. Bundesliga 2016/17,1. FSV Mainz 05,Alexander Hack
1. Bundesliga 2016/17,1. FSV Mainz 05,Philipp Klement
1. Bundesliga 2016/17,1. FSV Mainz 05,Karim Onisiwo
1. Bundesliga 2016/17,1. FSV Mainz 05,Florian Müller
1. Bundesliga 2016/17,Eintracht Frankfurt,Ante Rebic
1. Bundesliga 2016/17,Eintracht Frankfurt,Danny Blum
1. Bundesliga 2016/17,Eintracht Frankfurt,Heinz Lindner
1. Bundesliga 2016/17,Eintracht Frankfurt,Lukas Hradecky
1. Bundesliga 2016/17,Eintracht Frankfurt,Marco Russ
1. Bundesliga 2016/17,Eintracht Frankfurt,David Abraham
1. Bundesliga 2016/17,Eintracht Frankfurt,Bamba Anderson
1. Bundesliga 2016/17,Eintracht Frankfurt,Bastian Oczipka
1. Bundesliga 2016/17,Eintracht Frankfurt,Timothy Chandler
1. Bundesliga 2016/17,Eintracht Frankfurt,Makoto Hasebe
1. Bundesliga 2016/17,Eintracht Frankfurt,Slobodan Medojevic
1. Bundesliga 2016/17,Eintracht Frankfurt,Johannes Flum
1. Bundesliga 2016/17,Eintracht Frankfurt,Marc Stendera
1. Bundesliga 2016/17,Eintracht Frankfurt,Joel Gerezgiher
1. Bundesliga 2016/17,Eintracht Frankfurt,Mijat Gacinovic
1. Bundesliga 2016/17,Eintracht Frankfurt,Alexander Meier
1. Bundesliga 2016/17,Eintracht Frankfurt,Haris Seferovic
1. Bundesliga 2016/17,Eintracht Frankfurt,Enis Bunjaki
1. Bundesliga 2016/17,Eintracht Frankfurt,Branimir Hrgota
1. Bundesliga 2016/17,Eintracht Frankfurt,Omar Mascarell
1. Bundesliga 2016/17,Eintracht Frankfurt,Yanni Regäsel
1. Bundesliga 2016/17,Eintracht Frankfurt,Marco Fabián
1. Bundesliga 2016/17,Eintracht Frankfurt,Szabolcs Huszti
1. Bundesliga 2016/17,Eintracht Frankfurt,Shani Tarashaj
1. Bundesliga 2016/17,Eintracht Frankfurt,Leon Bätge
1. Bundesliga 2016/17,Eintracht Frankfurt,Michael Hector
1. Bundesliga 2016/17,Eintracht Frankfurt,Jesús Vallejo
1. Bundesliga 2016/17,Eintracht Frankfurt,Taleb Tawatha
1. Bundesliga 2016/17,Eintracht Frankfurt,Guillermo Varela
1. Bundesliga 2016/17,Eintracht Frankfurt,Furkan Zorba
1. Bundesliga 2016/17,FC Schalke 04,Julian Draxler
1. Bundesliga 2016/17,FC Schalke 04,Fabian Giefer
1. Bundesliga 2016/17,FC Schalke 04,Ralf Fährmann
1. Bundesliga 2016/17,FC Schalke 04,Christian Wetklo
1. Bundesliga 2016/17,FC Schalke 04,Timon Wellenreuther
1. Bundesliga 2016/17,FC Schalke 04,Matija Nastasic
1. Bundesliga 2016/17,FC Schalke 04,Benedikt Höwedes
1. Bundesliga 2016/17,FC Schalke 04,Joel Matip
1. Bundesliga 2016/17,FC Schalke 04,Felipe Santana
1. Bundesliga 2016/17,FC Schalke 04,Kaan Ayhan
1. Bundesliga 2016/17,FC Schalke 04,Marvin Friedrich
1. Bundesliga 2016/17,FC Schalke 04,Thilo Kehrer
1. Bundesliga 2016/17,FC Schalke 04,Dennis Aogo
1. Bundesliga 2016/17,FC Schalke 04,Sead Kolasinac
1. Bundesliga 2016/17,FC Schalke 04,Axel Borgmann
1. Bundesliga 2016/17,FC Schalke 04,Atsuto Uchida
1. Bundesliga 2016/17,FC Schalke 04,Pascal Itter
1. Bundesliga 2016/17,FC Schalke 04,Roman Neustädter
1. Bundesliga 2016/17,FC Schalke 04,Marcel Sobottka
1. Bundesliga 2016/17,FC Schalke 04,Kevin-Prince Boateng
1. Bundesliga 2016/17,FC Schalke 04,Leon Goretzka
1. Bundesliga 2016/17,FC Schalke 04,Max Meyer
1. Bundesliga 2016/17,FC Schalke 04,Tranquillo Barnetta
1. Bundesliga 2016/17,FC Schalke 04,Leroy Sané
1. Bundesliga 2016/17,FC Schalke 04,Jefferson Farfán
1. Bundesliga 2016/17,FC Schalke 04,Sidney Sam
1. Bundesliga 2016/17,FC Schalke 04,Christian Clemens
1. Bundesliga 2016/17,FC Schalke 04,Eric Maxim Choupo-Moting
1. Bundesliga 2016/17,FC Schalke 04,Chinedu Obasi
1. Bundesliga 2016/17,FC Schalke 04,Donis Avdijaj
1. Bundesliga 2016/17,FC Schalke 04,Klaas-Jan Huntelaar
1. Bundesliga 2016/17,FC Schalke 04,Christian Fuchs
1. Bundesliga 2016/17,FC Schalke 04,Jan Kirchhoff
1. Bundesliga 2016/17,Hamburger SV,Tom Mickel
1. Bundesliga 2016/17,Hamburger SV,Bobby Wood
1. Bundesliga 2016/17,Hamburger SV,Luca Waldschmidt
1. Bundesliga 2016/17,Hamburger SV,Filip Kostic
1. Bundesliga 2016/17,Hamburger SV,René Adler
